Asset Id,Address,Polygon,Zone,Section,Mode of operation,Controller Type,State/County,systemControl,constructionStatus,municipality,Latitude,Longitude,Ramp_Indicator
5433,Collins Av / 167 St / 168 St,7,1,23,SCOOT,D170,County,ATMS,Existing,Sunny Isles Beach,25.931328,-80.12197,0
4137,Kendall Dr & SW 73 Pl @ SW 7500 Blk,78,8,15,Traffic Responsive,2070 LX,State,Centracs,Existing,Unincorporated Miami-Dade,25.688616,-80.314926,1
2626,Granada Blvd & SW 8 St,94,8,45,SCOOT,D170,State,ATMS,Existing,Miami,25.764011,-80.27562,0
2589,Almeria Av & Ponce De Leon Blvd,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.747112,-80.25855,0
2632,SW 62 Av & SW 8 St,94,8,45,SCOOT,D170,State,ATMS,Existing,Miami,25.763311,-80.295876,0
2590,Aragon Av & Ponce De Leon Blvd,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.75049,-80.25867,0
2591,Aragon Av & Salzedo St,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.750347,-80.26075,0
3818,SW 8 St / Wallace St / SW 51 Ct,94,8,45,SCOOT,D170,State,ATMS,Existing,Miami,25.763927,-80.27786,0
2608,Giralda Av & Ponce De Leon Blvd,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.75126,-80.25872,0
4378,SW 47 Av & SW 8 St,94,8,45,SCOOT,D170,State,ATMS,Existing,Miami,25.76417,-80.27146,0
2609,Giralda Av & Salzedo St,87,8,63,SCOOT,,County,ATMS,Existing,Coral Gables,25.751097,-80.26077,0
4494,SW 8 St / SW 58 Av / SW 58 Ct,94,8,45,SCOOT,D170,State,ATMS,Existing,Miami,25.763487,-80.2904,0
2613,Coral Way & Galiano St,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.749662,-80.2567,0
4657,SW 8 St / SW 60 Av / SW 60 Ct,94,8,45,SCOOT,D170,State,ATMS,Existing,Miami,25.763384,-80.29375,0
2614,Coral Way & Ponce De Leon Blvd,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.749544,-80.258644,0
2175,Bird Av & SW 27 Av,81,8,48,Traffic Responsive,2070 LX,County,Centracs,Existing,Miami,25.735512,-80.23767,0
2615,Coral Way & Salzedo St,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.749454,-80.26069,0
2629,Ponce De Leon Blvd & Valencia Av,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.74787,-80.25857,0
2635,Coral Way & Douglas Rd,87,8,63,SCOOT,D170,State,ATMS,Existing,Coral Gables,25.749859,-80.254616,0
3104,Coral Way / Douglas Rd / Galiano St,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.749716,-80.25578,0
3105,Coral Way / Salzedo St / LeJeune Rd,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.749403,-80.26165,0
3120,Ponce De Leon Blvd / Mendoza Av / Zamora Av,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.757048,-80.2589,0
3121,Ponce De Leon Blvd / Minorca Av / Navarre Av,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.754204,-80.25878,0
3170,Andaluisa Av & Ponce De Leon Blvd,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.748655,-80.258606,0
3181,Coral Way & SW 36 Av,87,8,63,SCOOT,D170,State,ATMS,Existing,Coral Gables,25.749954,-80.25209,0
3206,Salzedo St & Valencia Av,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.747763,-80.26064,0
3240,Douglas Rd & SW 16 St,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.757252,-80.25487,0
3580,Alhmabra Plz & Douglas Rd,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.752443,-80.25471,0
3600,Galiano St & Giralda Av & Merick Way,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.751423,-80.25675,0
3771,Malaga Av & Ponce De Leon Blvd,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.744135,-80.25841,0
4107,Ponce De Leon Blvd & Salamanca Av,87,8,63,Fully Actuated,D170,County,ATMS,Existing,Coral Gables,25.758986,-80.25895,0
2201,Flagler St W & W 17 Av,98,6,69,SCOOT,D170,State,ATMS,Reconstruction,Miami,25.773094,-80.22286,0
4119,Almeria Av & Salzedo St,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.747004,-80.26059,0
4181,Galiano St & Valencia Av,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.747972,-80.25662,0
4414,Alcazar Av & Salzedo St,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.752869,-80.26079,0
4417,Alcazar Av & Ponce De Leon Blvd,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.753033,-80.25876,0
4567,Douglas Rd & SW 28 St-W Leg,87,8,63,Fully Actuated,D170,County,ATMS,Existing,Coral Gables,25.739132,-80.25417,0
5140,Douglas Rd & Minorca Av,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.753323,-80.254745,0
5169,Alhambra Plz & Galiano St,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.752272,-80.25679,0
6669,Douglas Rd & SW 12 St,87,8,63,SCOOT,D170E,County,ATMS,Existing,Coral Gables,25.761066,-80.25502,0
6914,Douglas Rd & SW 17 St,87,8,63,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.755236,-80.25476,0
2584,Andaluisa Av & LeJeune Rd,88,8,64,SCOOT,2070 LX,State,Centracs,Existing,Coral Gables,25.748419,-80.262695,0
2587,Alhambr Cir & LeJeune Rd,88,8,64,SCOOT,2070 LX,State,Centracs,Existing,Coral Gables,25.751835,-80.262794,0
2592,Aragon Av & LeJeune Rd,88,8,64,SCOOT,2070 LX,State,Centracs,Existing,Coral Gables,25.750246,-80.26275,0
2604,Coral Way & LeJeune Rd,88,8,64,SCOOT,2070 LX,State,Centracs,Existing,Coral Gables,25.749327,-80.26278,0
2627,LeJeune Rd & University Dr,88,8,64,SCOOT,2070 LX,State,Centracs,Existing,Coral Gables,25.74207,-80.262405,0
2628,Segovia St & University Dr,88,8,64,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.738272,-80.2663,0
3113,LeJeune Rd / SW 16 St / SW 17 St,88,8,64,SCOOT,2070 LX,State,Centracs,Existing,Coral Gables,25.756805,-80.26296,0
3117,LeJeune Rd & Valencia Av,88,8,64,SCOOT,2070 LX,State,Centracs,Existing,Coral Gables,25.747677,-80.26263,0
3786,LeJeune Rd & Minorca Av,88,8,64,SCOOT,2070 LX,State,Centracs,Existing,Coral Gables,25.75324,-80.26287,0
4749,Salzedo St & University Dr,88,8,64,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.743227,-80.26044,0
5120,Biltmore Way & Hernando St,88,8,64,Fully Actuated,D170,County,ATMS,Existing,Coral Gables,25.74829,-80.264755,0
6033,Anastasia Av & Segovia St,88,8,64,Fully Actuated,D170,County,ATMS,Existing,Coral Gables,25.741919,-80.266426,0
6034,Riviera Dr & University Dr,88,8,64,SCOOT,D170,County,ATMS,Existing,Coral Gables,25.739933,-80.265076,0
6416,Segovia St & Valencia Av,88,8,64,Fully Actuated,D170,County,ATMS,Existing,Coral Gables,25.747269,-80.26669,0
6811,LeJeune Rd & Sevilla Av,88,8,64,SCOOT,2070 LX,State,Centracs,Existing,Coral Gables,25.746115,-80.26258,0
2283,NW 7 St / NW 21 Av / NW 22 Av,99,6,65,Traffic Responsive,D170,County,ATMS,Existing,Miami,25.779707,-80.23004,0
2317,NW 12 Av & NW 4 St,99,6,65,SCOOT,D170,State,ATMS,Existing,Miami,25.777374,-80.21477,0
2328,NW 12 Av & NW 7 St,99,6,65,SCOOT,D170,State,ATMS,Existing,Miami,25.780182,-80.21483,0
2330,NW 17 Av & NW 7 St,99,6,65,SCOOT,D170,County,ATMS,Existing,Miami,25.77996,-80.22252,0
2332,NW 22 Av & NW 7 St,99,6,65,Traffic Responsive,D170,County,ATMS,Existing,Miami,25.779694,-80.23121,0
3269,NW 22 Av / NW 4 St / NW 5 St,99,6,65,Traffic Responsive,D170,County,ATMS,Existing,Miami,25.777557,-80.23112,0
3616,NW 22 Av & NW 11 St,99,6,65,Fully Actuated,D170,County,ATMS,Existing,Miami,25.783262,-80.23126,0
4295,NW 13 Av & NW 7 St,99,6,65,SCOOT,D170,County,ATMS,Existing,Miami,25.78013,-80.21646,0
4490,NW 22 Av & NW 14 St,99,6,65,Fully Actuated,D170,County,ATMS,Existing,Miami,25.787092,-80.23129,0
5597,NW 14 Av & NW 7 St,99,6,65,SCOOT,D170,County,ATMS,Existing,Miami,25.78006,-80.21819,0
5801,NW 7 St / NW 23 Ct / NW 23 Pl,99,6,65,Traffic Responsive,D170,County,ATMS,Existing,Miami,25.779558,-80.23453,0
6881,NW 15 Av & NW 7 St,99,6,65,SCOOT,D170,County,ATMS,Existing,Miami,25.780054,-80.21989,0
6882,NW 17 Av & NW 3 St,99,6,65,SCOOT,D170,County,ATMS,Existing,Miami,25.776276,-80.222916,0
6888,NW 14 Av & NW 3 St,99,6,65,SCOOT,D170,County,ATMS,Existing,Miami,25.7763,-80.218094,0
3013,Hispanola Av & J.F.Kennedy Cswy,125,2,67,Fully Actuated,D170,State,ATMS,Reconstruction,North Bay Village,25.848757,-80.15062,0
3014,Adventure Av & J.F.Kennedy,125,2,67,Fully Actuated,D170,State,ATMS,Reconstruction,North Bay Village,25.848658,-80.15405,0
3015,J.F.Kennedy Cswy & Larry Paskow Way & Harbor Isle,125,2,67,Fully Actuated,D170,State,ATMS,Reconstruction,North Bay Village,25.848494,-80.15862,0
3016,J.F.Kennedy Cswy & Treasure Dr E,125,2,67,Fully Actuated,D170,State,ATMS,Reconstruction,North Bay Village,25.848446,-80.146324,0
3785,J.F.Kennedy Cswy & Pelican Harbor Dr,125,2,67,Fully Actuated,D170E,State,ATMS,Reconstruction,North Bay Village,25.848343,-80.16676,0
3874,J.F.Kennedy Cswy @ 1800 Blk,125,2,67,Fully Actuated,D170,State,ATMS,Reconstruction,North Bay Village,25.848467,-80.14841,0
2725,Indian Creek Dr & 71 St,6,2,68,SCOOT,D170,State,ATMS,Existing,Miami Beach,25.855999,-80.12505,0
2756,Rue Notre Dame & 71 St,6,2,68,Fully Actuated,D170,State,ATMS,Existing,Miami Beach,25.854267,-80.132454,0
2757,Trouville Esple & 71 St,6,2,68,Fully Actuated,D170,State,ATMS,Existing,Miami Beach,25.851614,-80.1373,0
2759,Bay Dr E & Normandy Dr & 71 St,6,2,68,Fully Actuated,D170,State,ATMS,Existing,Miami Beach,25.855883,-80.128,0
2760,Normandy Dr & Rue Versailles,6,2,68,Fully Actuated,D170E,State,ATMS,Existing,Miami Beach,25.855762,-80.12972,0
2761,Normandy Dr & Trouville Espl,6,2,68,Fully Actuated,D170,State,ATMS,Existing,Miami Beach,25.852484,-80.13758,0
2763,Biarritz Dr & Normandy Dr,6,2,68,Fully Actuated,D170,State,ATMS,Existing,Miami Beach,25.851776,-80.14264,0
2764,Bay Dr W & Normandy Dr & 71 St,6,2,68,Fully Actuated,D170,State,ATMS,Reconstruction,Miami Beach,25.8511,-80.14329,0
2765,Rue Vendome & 71 St,6,2,68,Fully Actuated,D170,State,ATMS,Existing,Miami Beach,25.855314,-80.12878,0
5236,Normandy Dr / Rue Notre Dame / Vichy Dr,6,2,68,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.85555,-80.13134,0
6577,Indian Creek Dr & 69 St,6,2,68,SCOOT,D170,County,ATMS,Existing,Miami Beach,25.854195,-80.12378,0
2153,SW 8 Av / SW 3 St / SW 4 St,98,6,69,SCOOT,D170,State,ATMS,Reconstruction,Miami,25.770452,-80.20762,0
2154,SW 12 Av / SW 2 St / SW 3 St,98,6,69,SCOOT,D170,State,ATMS,Existing,Miami,25.771124,-80.214584,0
2197,Flagler St W & W 8 Av,98,6,69,SCOOT,D170,State,ATMS,Existing,Miami,25.773714,-80.207695,0
2198,Flagler St W & W 12 Av,98,6,69,SCOOT,D170,State,ATMS,Reconstruction,Miami,25.773499,-80.21467,0
2199,Flagler St W & W 13 Av,98,6,69,SCOOT,D170,State,ATMS,Existing,Miami,25.773455,-80.21634,0
2200,Flagler St W & W 16 Av,98,6,69,SCOOT,D170,State,ATMS,Reconstruction,Miami,25.77331,-80.22136,0
2176,Bird Av & SW 32 Av,81,8,48,Traffic Responsive,D170,County,ATMS,Existing,Miami,25.735325,-80.24586,0
2202,Flagler St W & W 22 Av,98,6,69,SCOOT,D170,State,ATMS,Reconstruction,Miami,25.772566,-80.23098,0
2207,Grand Av & Main Hwy & McFarlane Rd,81,8,48,Traffic Responsive,D170,County,ATMS,Existing,Miami,25.72809,-80.24227,0
2219,SW 8 Av & SW 1 St,98,6,69,SCOOT,D170,State,ATMS,Existing,Miami,25.77273,-80.20769,0
2208,Douglas Rd & Grand Av,81,8,48,Fully Actuated,D170,County,ATMS,Existing,Miami,25.727646,-80.2536,0
2220,SW 12 Av & SW 1 St,98,6,69,SCOOT,D170,State,ATMS,Existing,Miami,25.772524,-80.21464,0
3292,Bayshore Dr S & SW 27 Av,81,8,48,Traffic Responsive,2070 LX,County,Centracs,Existing,Miami,25.728672,-80.237366,0
2616,Douglas Rd & Ponce De Leon Blvd,101,5,4,SCOOT,D170,County,ATMS,Existing,Miami,25.770144,-80.25536,0
3793,Grand Av & SW 32 Av,81,8,48,Fully Actuated,D170,County,ATMS,Existing,Miami,25.727955,-80.24549,0
4745,Bird Av & Virgina St,81,8,48,Traffic Responsive,D170,County,ATMS,Existing,Miami,25.735418,-80.241745,0
4746,Aviation Av & Tigertail Av,81,8,48,Traffic Responsive,D170,County,ATMS,Existing,Miami,25.733738,-80.2347,0
4748,Aviation Av & Bayshore Dr S,81,8,48,Traffic Responsive,D170,County,ATMS,Existing,Miami,25.732412,-80.23352,0
2594,Bird Rd & Ponce De Leon Blvd,82,8,49,Traffic Responsive,D170,State,ATMS,Existing,Coral Gables,25.734896,-80.258575,0
2595,Bird Rd & LeJeune Rd,82,8,49,Traffic Responsive,D170,State,ATMS,Existing,Coral Gables,25.734787,-80.26209,0
2596,Bird Rd & Riviera Dr,82,8,49,Traffic Responsive,D170,State,ATMS,Existing,Coral Gables,25.734701,-80.26427,0
2597,Bird Rd & Granada Blvd & University Dr E,82,8,49,SCOOT,D170,State,ATMS,Existing,Coral Gables,25.734354,-80.273636,0
2598,Bird Rd & University Rd W,82,8,49,SCOOT,D170,State,ATMS,Existing,Coral Gables,25.734293,-80.27522,0
2599,Bird Rd & Red Rd,82,8,49,SCOOT,D170,State,ATMS,Existing,Coral Gables,25.73404,-80.286514,0
2963,Bird Rd & Ludlam Rd,82,8,49,SCOOT,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.733402,-80.30287,0
3272,Altara Av & LeJeune Rd,82,8,49,Traffic Responsive,D170E,State,ATMS,Existing,Coral Gables,25.733063,-80.26201,0
3739,Alhambra Cir & Bird Rd,82,8,49,SCOOT,D170,State,ATMS,Existing,Coral Gables,25.734087,-80.28443,0
4377,Bird Rd & SW 62 Av,82,8,49,SCOOT,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.733713,-80.29469,0
6079,LeJeune Rd @ SW 4500 Blk,82,8,49,Traffic Responsive,D170,County,ATMS,Existing,Coral Gables,25.730856,-80.26191,0
6165,Ponce De Leon Blvd & San Lorenzo Av,82,8,49,Traffic Responsive,D170,County,ATMS,Existing,Coral Gables,25.73175,-80.258415,0
3325,Bird Rd & SW 72 Av,82,8,50,SCOOT,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.733168,-80.31092,0
3523,Bird Rd & SR-826 W,82,8,50,SCOOT,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.732958,-80.31903,1
4062,Bird Rd & SR-826 NB,82,8,50,SCOOT,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.732977,-80.31729,1
4370,Bird Rd & SW 79 Av,82,8,50,SCOOT,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.733128,-80.32338,0
5590,Bird Rd & SW 7800 Blk,82,8,50,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.733063,-80.32126,0
6121,Bird Rd & SW 74 Av,82,8,50,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.733067,-80.315056,0
6655,SW 72 Av & SW 39 St,82,8,50,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.734623,-80.31092,0
2932,SW 82 Av / SW 35 St / SW 36 St,48,7,51,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.737309,-80.32753,0
2948,Bird Rd / SW 97 Av / SW 98 Pl,48,7,51,Fully Actuated,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.73267,-80.353195,0
2964,Bird Rd & Galloway Rd,48,7,51,SCOOT,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.733093,-80.33582,0
2965,Bird Rd & SW 97 Av,48,7,51,Fully Actuated,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.73271,-80.35173,0
2966,Bird Rd & SW 107 Av,48,7,51,Traffic Responsive,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.732307,-80.367775,0
3126,SW 97 Av/SW 38 St/SW 39 St,48,7,51,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.733831,-80.35173,0
3317,Bird Rd & SW 82 Av,48,7,51,SCOOT,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.733292,-80.32746,0
3343,Bird Rd & SW 112 Av,48,7,51,Traffic Responsive,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.732174,-80.375694,0
3352,Bird Rd & SW 92 Av,48,7,51,Fully Actuated,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.732895,-80.34373,0
3591,Bird Rd & SW 102 Av,48,7,51,Fully Actuated,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.732523,-80.359764,0
3613,Bird Rd & SW 117 Av,48,7,51,Traffic Responsive,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.732035,-80.38327,1
3801,Bird Rd & SW 122 Av,48,7,51,Traffic Responsive,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.729889,-80.39157,0
3936,SW 92 Av & SW 32 St,48,7,51,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.74016,-80.34368,0
3996,SW 117 Av @ SW 4100 Blk,48,7,51,Traffic Responsive,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.730227,-80.38319,0
4057,Bird Rd & SR - 821 SB,48,7,51,Traffic Responsive,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.732035,-80.38609,1
4297,Bird Rd & SW 99 Av,48,7,51,Fully Actuated,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.732628,-80.355736,0
4508,Bird Rd & SW 84 Av,48,7,51,SCOOT,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.733189,-80.331635,0
4880,Bird Rd & SW 109 Av,48,7,51,Traffic Responsive,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.732239,-80.37173,0
5133,SW 112 Av & SW 47 Ter,48,7,51,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.723038,-80.3753,0
5337,SW 112 Av & SW 32 St,48,7,51,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.739397,-80.37582,0
5383,SW 82 Av & SW 32 St,48,7,51,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.740597,-80.32757,0
5408,Bird Rd & SW 119 Ct,48,7,51,Traffic Responsive,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.731379,-80.38825,0
5487,SW 117 Av @ SW 3700 Blk,48,7,51,Traffic Responsive,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.734844,-80.383415,1
5666,Bird Rd @ SW 11500 Blk,48,7,51,Traffic Responsive,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.732092,-80.381485,1
5784,SW 117 Av & SW 32 St,48,7,51,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.739254,-80.38362,0
6000,SW 112 Av & SW 38 St,48,7,51,Traffic Responsive,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.733965,-80.37575,0
6493,SW 112 Av & SW 41 Ter,48,7,51,Traffic Responsive,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.729794,-80.3756,0
2151,Flagler St W / W 29 Av / W 30 Av,100,5,56,SCOOT,D170,State,ATMS,Existing,Miami,25.77225,-80.24171,0
2203,Flagler St W & W 24 Av,100,6,56,SCOOT,D170,State,ATMS,Reconstruction,Miami,25.772486,-80.235016,0
2204,Flagler St W & W 27 Av,100,5,56,SCOOT,D170,State,ATMS,Reconstruction,Miami,25.772339,-80.239105,0
2205,Flagler St W & W 32 Av,100,5,56,SCOOT,D170E,State,ATMS,Existing,Miami,25.772055,-80.247635,0
3823,Flagler St W & W 25 Av,100,6,56,SCOOT,D170,State,ATMS,Reconstruction,Miami,25.772398,-80.23708,0
2908,Miami Gardens Dr & NW 27 Av,18,1,60,SCOOT,D170E,State,ATMS,Reconstruction,Miami Gardens,25.940952,-80.245316,0
3251,NW 27 Av & NW 160 St,18,1,60,SCOOT,D170,State,ATMS,Existing,Miami Gardens,25.92023,-80.24445,0
3403,NW 27 Av & NW 207 St,18,1,60,SCOOT,D170,State,ATMS,Existing,Miami Gardens,25.964535,-80.246704,0
3559,NW 27 Av & NW 151 St,18,1,60,SCOOT,D170,State,ATMS,Existing,Miami Gardens,25.911825,-80.24416,0
3589,NW 27 Av & NW 175 St,18,1,60,SCOOT,D170,State,ATMS,Reconstruction,Miami Gardens,25.933653,-80.24495,0
3829,NW 27 Av @ NW 21000 Blk,18,1,60,SCOOT,D170,State,ATMS,Existing,Miami Gardens,25.967112,-80.24675,0
4056,SR - 826 EB & NW 27 Av,18,1,60,SCOOT,D170,State,ATMS,Reconstruction,Miami Gardens,25.92607,-80.24459,1
4281,NW 27 Av & NW 191 St,18,1,60,SCOOT,D170,State,ATMS,Existing,Miami Gardens,25.948172,-80.24566,0
4290,NW 27 Av @ NW 18700 Blk,18,1,60,SCOOT,D170,State,ATMS,Existing,Miami Gardens,25.944874,-80.24555,0
4619,NW 27 Av & NW 199 St,18,1,60,SCOOT,D170,State,ATMS,Existing,Miami Gardens,25.955387,-80.24609,0
5239,NW 27 Av & NW 203 St,18,1,60,SCOOT,D170,County,ATMS,Existing,Miami Gardens,25.960482,-80.24641,0
5240,NW 26 AV & NW 199 St,18,1,60,SCOOT,D170,County,ATMS,Existing,Miami Gardens,25.955038,-80.24324,0
5241,SR - 821 EB & NW 27 Av,18,1,60,SCOOT,D170,County,ATMS,Existing,Miami Gardens,25.971746,-80.246826,1
5242,SR - 821 WB & NW 27 Av,18,1,60,SCOOT,D170,County,ATMS,Existing,Miami Gardens,25.97432,-80.247086,1
5902,NW 27 Av & NW 211 St,18,1,60,SCOOT,D170,County,ATMS,Existing,Miami Gardens,25.968197,-80.24677,0
6090,NW 27 Av @ NW 15200 Blk,18,1,60,SCOOT,D170,County,ATMS,Existing,Miami Gardens,25.913439,-80.24424,0
6411,NW 29 Ct & NW 199 St,18,4,60,SCOOT,D170,County,ATMS,Existing,Miami Gardens,25.955362,-80.24942,0
6723,NW 199 St @ NW 2200 Blk,18,1,60,SCOOT,,County,ATMS,Future Construction,Miami Gardens,25.954338,-80.23828,0
6979,NW 199 St & SR - 821 Ramp,18,1,60,SCOOT,,County,ATMS,Future Construction,Miami Gardens,25.955303,-80.233635,1
2844,Okeechobee Rd & E 4 Av,35,4,61,SCOOT,D170,State,ATMS,Existing,Hialeah,25.817142,-80.273094,0
2845,Okeechobee Rd & E 1 Av,35,4,61,SCOOT,D170,State,ATMS,Existing,Hialeah,25.822016,-80.279465,0
2846,Okeechobee Rd & Palm Av,35,4,61,SCOOT,D170,State,ATMS,Existing,Hialeah,25.823479,-80.28149,0
2847,Hialeah Dr & Okeechobee Rd,35,4,61,SCOOT,D170E,State,ATMS,Existing,Hialeah,25.822657,-80.28034,0
2850,Hialeah Dr & E 1 Av,35,4,61,SCOOT,D170,State,ATMS,Existing,Hialeah,25.822733,-80.279335,0
3020,East Dr & Royal Poinciana Blvd S,35,4,61,SCOOT,D170,County,ATMS,Existing,Miami Springs,25.815758,-80.27301,0
3198,Okeechobee Rd & Red Rd & W 9 St,35,4,61,SCOOT,D170,State,ATMS,Existing,Hialeah,25.829697,-80.28978,0
5019,Palm Av & 3 St,35,4,61,SCOOT,D170,County,ATMS,Existing,Hialeah,25.82446,-80.2814,0
3520,Ludlam Rd & Okeechobee Rd,31,4,62,SCOOT,D170,State,ATMS,Reconstruction,Hialeah Gardens,25.841866,-80.30625,0
3608,Okeechobee Rd & W 16 Av & W 29 St,31,4,62,SCOOT,D170,State,ATMS,Existing,Hialeah Gardens,25.847971,-80.31436,0
4411,Okeechobee Rd & W 8 Av,31,4,62,SCOOT,D170,State,ATMS,Existing,Hialeah,25.835949,-80.2982,0
4531,South River Dr & NW 74 St,31,4,62,SCOOT,D170,County,ATMS,Existing,Medley,25.841282,-80.3066,0
3237,Galloway Rd & Kendall Dr,52,7,16,Traffic Responsive,D170E,State,ATMS,Existing,Unincorporated Miami-Dade,25.688107,-80.333534,0
2221,SW 16 Av & SW 1 St,98,6,69,SCOOT,D170,State,ATMS,Existing,Miami,25.772322,-80.22134,0
2240,SW 1 Av & SW 7 St,91,3,24,SCOOT,D170E,State,ATMS,Reconstruction,Miami,25.767317,-80.19512,0
2241,SW 2 Av & SW 7 St,91,3,24,SCOOT,D170,State,ATMS,Existing,Miami,25.767263,-80.19746,0
2244,S Miami Av & S 8 St,91,3,24,SCOOT,D170E,State,ATMS,Reconstruction,Miami,25.766415,-80.19331,0
2245,SW 1 Av E & SW 8 St,91,3,24,SCOOT,D170E,State,ATMS,Reconstruction,Miami,25.766357,-80.19531,0
2246,SW 2 Av & SW 8 St,91,3,24,SCOOT,D170,State,ATMS,Existing,Miami,25.766283,-80.19742,0
3326,SW 3 Av & SW 8 St,91,3,24,SCOOT,D170,State,ATMS,Existing,Miami,25.766254,-80.19912,1
3327,SW 4 Av & SW 8 St,91,3,24,SCOOT,D170,State,ATMS,Existing,Miami,25.766212,-80.200745,1
3381,SW 4 Av & SW 7 St,91,3,24,SCOOT,D170,State,ATMS,Existing,Miami,25.767143,-80.20083,1
3449,S Miami Av & S 7 St,91,3,24,SCOOT,D170,State,ATMS,Reconstruction,Miami,25.76737,-80.19335,0
3450,SW 3 Av & SW 7 St,91,3,24,SCOOT,D170,State,ATMS,Existing,Miami,25.767199,-80.19916,1
4388,SW 5 Av & SW 8 St,91,3,24,SCOOT,D170,State,ATMS,Existing,Miami,25.766129,-80.20242,0
5213,SW 4 Av & SW 6 St,91,3,24,SCOOT,D170,County,ATMS,Existing,Miami,25.768095,-80.200836,0
5405,SE 8 St / S Miami Av / SE 1 Av,91,3,24,SCOOT,D170,County,ATMS,Existing,Miami,25.766443,-80.19219,0
6942,SW 7 St @ SE 90 Blk,91,3,24,SCOOT,,County,ATMS,Future Construction,Miami,25.767399,-80.19229,0
2148,Flagler St E / E 1 Av / E 2 Av,96,3,25,SCOOT,D170,County,ATMS,Existing,Miami,25.774216,-80.191086,0
2149,Flagler St E / Miami Av / E 1 Av,96,3,25,SCOOT,D170,County,ATMS,Existing,Miami,25.77416,-80.19278,0
