Asset Id,Address,Polygon,Zone,Section,Mode of operation,Controller Type,State/County,systemControl,constructionStatus,municipality,Latitude,Longitude,Ramp_Indicator
5677,Palm Av & 39 St,134,4,110,Fully Actuated,D170,County,ATMS,Existing,Hialeah,25.85767,-80.2827,0
2102,NE 2 Av & NE 39 St,113,2,268,SCOOT,2070 LX,County,Centracs,Existing,Miami,25.812788,-80.19136,0
6458,SW 112 Av & SW 224 St,71,9,177,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.559052,-80.37214,0
3298,Federal Hwy & NE 38 St & NE 39 St,113,2,268,SCOOT,2070 LX,County,Centracs,Existing,Miami,25.812824,-80.190315,0
6905,E 32 St @ E 100 Blk,134,4,110,Fully Actuated,D170,County,ATMS,Existing,Hialeah,25.851267,-80.28035,0
3797,Douglas Rd & NW 21 St,111,5,139,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.79504,-80.256134,0
4497,SW 112 Av @ SW 20900 Blk,71,9,177,Fully Actuated,,State,ATMS,Existing,Cutler Bay,25.57345,-80.37236,0
6469,SR- 821 SB & SW 216 St,71,9,177,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.566456,-80.36344,1
2689,Collins Av & 63 St,6,2,269,SCOOT,2070 LX,State,Centracs,Existing,Miami Beach,25.844557,-80.12075,0
3949,Douglas Rd & NW 17 St,111,5,139,Fully Actuated,D170,County,ATMS,Existing,Miami,25.790117,-80.25602,0
5903,E 4 Av & E 17 St,123,4,111,Fully Actuated,D170,County,ATMS,Existing,Hialeah,25.837433,-80.273865,0
6793,SR-821 NB & SW 211 St,71,9,177,Fully Actuated,D170,County,ATMS,Existing,Cutler Bay,25.573069,-80.36305,1
6895,SW 211 St @ SW 11300 Blk,71,9,177,Fully Actuated,2070 LX,County,Centracs,Existing,Cutler Bay,25.571175,-80.37445,0
3046,US - 1 & SW 288 St,65,9,178,SCOOT,2070 LX,State,Centracs,Existing,Unincorporated Miami-Dade,25.499338,-80.44624,0
6648,SW 137 Av & SW 143 St,55,9,267,Traffic Responsive,D170E,County,ATMS,Existing,Unincorporated Miami-Dade,25.634676,-80.41469,0
3741,US - 1 & SW 268 St,65,9,178,SCOOT,2070 LX,State,Centracs,Existing,Unincorporated Miami-Dade,25.517975,-80.428024,0
4394,Old Dixie Hwy & SW 288 St,65,9,178,SCOOT,2070 LX,County,Centracs,Existing,Unincorporated Miami-Dade,25.499332,-80.44795,0
4493,SW 157 Av & SW 288 St,65,9,178,SCOOT,2070 LX,County,Centracs,Existing,Unincorporated Miami-Dade,25.49936,-80.444954,0
5106,US - 1 & SW 272 St,65,9,178,SCOOT,2070 LX,State,Centracs,Existing,Unincorporated Miami-Dade,25.513418,-80.43251,0
5261,US - 1 & SW 157 Av,65,9,178,SCOOT,2070 LX,State,Centracs,Existing,Unincorporated Miami-Dade,25.500647,-80.44494,0
5262,US - 1 & SW 280 St,65,9,178,SCOOT,2070 LX,State,Centracs,Existing,Unincorporated Miami-Dade,25.50669,-80.43904,0
5908,Old Dixie Hwy & SW 280 St,65,9,178,SCOOT,2070 LX,County,Centracs,Existing,Unincorporated Miami-Dade,25.50668,-80.44081,0
6093,US - 1 & SW 264 St,65,9,178,SCOOT,2070 LX,State,Centracs,Existing,Unincorporated Miami-Dade,25.521662,-80.42457,0
6144,Old Dixie Hwy & SW 146 Ct & S Dade Bswy,65,9,178,SCOOT,2070 LX,County,Centracs,Existing,Unincorporated Miami-Dade,25.51919,-80.42828,0
6373,Old Dixie Hwy & SW 157 Av & S Dade Bswy,65,9,178,SCOOT,2070 LX,County,Centracs,Existing,Unincorporated Miami-Dade,25.502407,-80.44498,0
6374,Old Dixie Hwy & SW 272 St & S Dade Bswy,65,9,178,SCOOT,2070 LX,County,Centracs,Existing,Unincorporated Miami-Dade,25.514132,-80.43357,0
6636,US - 1 & SW 260 St,65,9,178,SCOOT,2070 LX,State,Centracs,Existing,Unincorporated Miami-Dade,25.525444,-80.4218,0
6662,Old Dixie Hwy & SW 264 St,65,9,178,SCOOT,2070 LX,County,Centracs,Existing,Unincorporated Miami-Dade,25.521671,-80.425575,0
3798,SW 137 Av & SW 268 St,65,9,179,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.518093,-80.41252,0
4177,SW 268 St / SW 139 Av / SW 142 Av,65,9,179,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.518026,-80.417625,0
4330,SW 127 Av & SW 268 St,65,9,179,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.518183,-80.39622,0
6671,SW 132 Av-N Leg & SW 268 St,65,9,179,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.518204,-80.405266,0
6672,SW 132 Av-S Leg & SW 268 St,65,9,179,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.518158,-80.40433,0
2991,SW 288 St / Illinois Rd / SW 149 Av,70,9,180,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.49947,-80.43349,0
3532,SW 137 Av & SW 288 St,70,9,180,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.49958,-80.41233,0
3606,SW 152 Av & SW 288 St,70,9,180,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.499447,-80.43695,0
4357,SW 152 Av & SW 296 St,70,9,180,Fully Actuated,D170E,County,ATMS,Existing,Unincorporated Miami-Dade,25.492123,-80.43668,0
5150,SW 157 Av & SW 296 St,70,9,180,Fully Actuated,D170E,County,ATMS,Existing,Unincorporated Miami-Dade,25.492035,-80.4449,0
5409,SW 144 Av & SW 288 St,70,9,180,Fully Actuated,D170E,County,ATMS,Existing,Unincorporated Miami-Dade,25.499529,-80.424706,0
5459,SW 144 Av / SW 289 Ter / SW 291 St,70,9,180,Fully Actuated,D170E,County,ATMS,Existing,Unincorporated Miami-Dade,25.497276,-80.42466,0
5475,SR-821 SB & SW 288 St,70,9,180,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.499538,-80.41799,1
5476,SR-821 NB Off & SW 288 St,70,9,180,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.499552,-80.41545,1
5477,SR-821 SB Off & SW 137 Av,70,9,180,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.512999,-80.41252,1
5668,SW 147 Av & SW 288 St,70,9,180,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.499506,-80.428856,0
6878,SW 137 Av & SW 284 St,70,9,180,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.503374,-80.41238,0
6921,SW 137 Av @ SW 28900 Blk,70,9,180,SCOOT,,County,ATMS,Existing,Unincorporated Miami-Dade,25.498365,-80.412315,0
3027,Krome Av & SW 328 St,67,9,181,SCOOT,2070 LX,State,Centracs,Existing,Homestead,25.462486,-80.47729,0
6152,S Dade Bswy & NE 2 Dr,67,9,181,SCOOT,2070 LX,County,Centracs,Existing,Homestead,25.471844,-80.47449,0
2653,Byron Av & 85 St,6,2,186,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.869896,-80.123764,0
2701,Dickens Av & 73 St,6,2,186,SCOOT,D170,County,ATMS,Existing,Miami Beach,25.85826,-80.12526,0
2702,Dickens Av & 75 St,6,2,186,Fully Actuated,D170E,County,ATMS,Existing,Miami Beach,25.860535,-80.12546,0
2703,Dickens Av & 77 St,6,2,186,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.862059,-80.12551,0
2718,Crespi Blvd & Hawthorne Av,6,2,186,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.863182,-80.12844,0
2785,Byron Av & Tatum Wtrwy Dr & 81 St,6,2,186,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.865995,-80.12392,0
2816,77 St / Tatum Wtrwy Dr / Dickens Av,6,2,186,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.862013,-80.12654,0
3899,Hawthorne Av & 77 St,6,2,186,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.861849,-80.12842,0
4143,Tatum Wtrwy Dr / 79 St / 80 St,6,2,186,Fully Actuated,D170,County,ATMS,Reconstruction,Miami Beach,25.864384,-80.125435,0
6343,Byron Av & 73 St,6,2,186,SCOOT,D170,County,ATMS,Existing,Miami Beach,25.858337,-80.12333,0
6916,Dickens Av & 72 St,6,2,186,SCOOT,D170,County,ATMS,Existing,Miami Beach,25.857025,-80.1251,0
2786,Island Av E & Venetian Way,5,3,188,Traffic Responsive,D170,County,ATMS,Existing,Miami Beach,25.791471,-80.14744,0
2788,Rivo Alto Dr E & Venetian Way,5,3,188,Traffic Responsive,D170,County,ATMS,Existing,Miami Beach,25.791128,-80.15461,0
2789,Dilido Dr E & Venetian Way,5,3,188,Traffic Responsive,D170,County,ATMS,Existing,Miami Beach,25.790943,-80.158554,0
2790,San Marino Dr E & Venetian Way,5,3,188,Traffic Responsive,D170,County,ATMS,Existing,Miami Beach,25.790756,-80.162506,0
3478,Island Av W & Venetian Way,5,3,188,Traffic Responsive,D170,County,ATMS,Existing,Miami Beach,25.791384,-80.14926,0
2704,Drexel Av & 14 St,3,3,189,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.785387,-80.13296,0
2706,Drexel Av & 15 St,3,3,189,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.787548,-80.133026,0
2710,Euclid Av & 15 St,3,3,189,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.787481,-80.13533,0
2744,Meridian Av & 14 Pl,3,3,189,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.786123,-80.136406,0
2745,Meridian Av & 15 St,3,3,189,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.787458,-80.13646,0
2768,Pennsylvania Av & 14 St,3,3,189,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.785362,-80.134155,0
5546,Pennsylvania Av / Espanola Way / 14 Pl,3,3,189,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.786436,-80.13418,0
2707,Drexel Av & 16 St,5,3,191,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.789114,-80.13307,0
2708,Drexel Av & Lincoln Rd,5,3,191,Fully Actuated,D170E,County,ATMS,Existing,Miami Beach,25.790655,-80.13312,0
2731,Jefferson Av & 16 St,5,3,191,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.788998,-80.1376,0
2732,Jefferson Av & Lincoln Rd,5,3,191,Fully Actuated,D170E,County,ATMS,Existing,Miami Beach,25.79052,-80.13768,0
2735,Lenox Av & Lincoln Rd,5,3,191,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.790472,-80.13999,0
2746,Meridian Av & 16 St,5,3,191,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.789015,-80.136505,0
2747,Lincoln Rd & Meridian Av,5,3,191,Fully Actuated,D170E,County,ATMS,Existing,Miami Beach,25.790554,-80.13655,0
2748,Meridian Av & 17 St,5,3,191,SCOOT,D170,County,ATMS,Existing,Miami Beach,25.792166,-80.136604,0
2753,Michigan Av & 16 St,5,3,191,Fully Actuated,D170,County,ATMS,Existing,Miami Beach,25.788967,-80.13874,0
2754,Lincoln Rd & Michigan Av,5,3,191,Fully Actuated,D170E,County,ATMS,Existing,Miami Beach,25.790495,-80.138794,0
2769,Lincoln Rd & Pennsylvania Av,5,3,191,Fully Actuated,D170E,County,ATMS,Existing,Miami Beach,25.790625,-80.13429,0
3395,17 St / Meridian Av / Meridian Ct,5,3,191,SCOOT,D170,County,ATMS,Existing,Miami Beach,25.792189,-80.13578,0
4275,Convention Center Dr & 17 St,5,3,191,SCOOT,D170E,County,ATMS,Existing,Miami Beach,25.79219,-80.13487,0
6008,Michigan Av & 17 St,5,3,191,SCOOT,D170,County,ATMS,Existing,Miami Beach,25.792109,-80.13885,0
4342,Sunset Dr & SW 137 Av,50,7,197,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.699951,-80.414505,0
4358,Sunset Dr & Sw 132 Av,50,7,197,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.700195,-80.4065,0
4611,Sunset Dr & SW 142 Av,50,7,197,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.699715,-80.42252,0
4658,Sunset Dr & SW 127 Av,50,7,197,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.700455,-80.398476,0
4982,Sunset Dr & SW 152 Av,50,7,197,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.699146,-80.43856,0
5173,Sunset Dr / SW 123 Av / SW 125 Av,50,7,197,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.70061,-80.394226,0
5178,Sunset Dr & SW 147 Av,50,7,197,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.699444,-80.43049,0
6362,Sunset Dr & SW 157 Av,50,7,197,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.69888,-80.446556,0
6486,Sunset Dr & SW 162 Av,50,7,197,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.698597,-80.45454,0
4595,Miller Dr & SW 137 Av,1,7,201,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.714388,-80.4151,0
4610,Miller Dr & SW 132 Av,1,7,201,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.714766,-80.4071,0
4703,Miller Dr & SW 127 Av,1,7,201,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.714935,-80.39907,0
2571,N Miami Av & N 115 St,138,1,107,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.880604,-80.198235,0
6513,SR- 821 NB & SW 216 St,71,9,177,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.56646,-80.36249,1
3245,W Dixie Hwy & NE 118 Ter & NE 119 St,138,1,107,Fully Actuated,D170,State,ATMS,Existing,North Miami,25.884388,-80.19301,0
4175,Douglas Rd & NW 11 St,111,5,139,Fully Actuated,D170,County,ATMS,Existing,Miami,25.78265,-80.25579,0
6382,Douglas Rd & NW 25 St,111,5,139,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.79898,-80.2563,0
2721,Indian Creek Dr & 63 St,6,2,269,SCOOT,2070 LX,State,Centracs,Existing,Miami Beach,25.844479,-80.12151,0
6631,SW 112 Av & SW 232 St,71,9,177,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.551668,-80.372055,0
3779,NE 2 Av & NE 119 St,138,1,107,Fully Actuated,D170,State,ATMS,Existing,North Miami,25.884476,-80.19427,0
6404,NW 38 Ct & NW 21 St,111,5,139,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.794891,-80.25895,0
2722,Indian Creed Dr & 67 St,6,2,269,SCOOT,2070 LX,State,Centracs,Existing,Miami Beach,25.850586,-80.12152,0
6641,E 1 Av & E 17 St,123,4,111,Fully Actuated,D170,County,ATMS,Existing,Hialeah,25.837255,-80.27989,0
3918,NW 2 Av & NW 119 St,138,1,107,Fully Actuated,D170,State,ATMS,Existing,North Miami,25.884115,-80.20248,0
2858,Palm Av & 5 St,124,4,112,Fully Actuated,D170,County,ATMS,Existing,Hialeah,25.826324,-80.28148,0
6496,Douglas Rd / NW 9 St / NW 10 St,111,5,139,Fully Actuated,D170E,County,ATMS,Existing,Miami,25.781473,-80.25578,0
2859,E 1 Av & E 9 St,124,4,112,Fully Actuated,D170,County,ATMS,Existing,Hialeah,25.829954,-80.279625,0
3494,Indian Creek Dr & 65 St,6,2,269,SCOOT,2070 LX,State,Centracs,Existing,Miami Beach,25.848412,-80.12141,0
6778,SW 112 Av & SW 236 St,71,9,177,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.548033,-80.372086,0
4007,NE 2 Av & NE 115 St,138,1,107,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.88084,-80.19406,0
6928,Douglas Rd & NW 28 St,111,5,139,Fully Actuated,,County,ATMS,Future Construction,Unincorporated Miami-Dade,25.801085,-80.2578,0
2860,E 4 Av & E 9 St,124,4,112,Fully Actuated,D170,County,ATMS,Existing,Hialeah,25.830166,-80.27358,0
3028,Flagler Av & SW 324 St,67,9,181,SCOOT,2070 LX,County,Centracs,Existing,Homestead,25.466146,-80.479324,0
6452,Indian Creek Dr / 63 St / 64 St,6,2,269,SCOOT,2070 LX,State,Centracs,Existing,Miami Beach,25.844606,-80.12161,0
2861,E 6 Av & E 9 St,124,4,112,Fully Actuated,D170,County,ATMS,Existing,Hialeah,25.830322,-80.26956,0
3031,Krome Av & Mowry Dr,67,9,181,SCOOT,2070 LX,State,Centracs,Existing,Homestead,25.469833,-80.47734,0
4264,Miami Gardens Dr & Red Rd,22,4,271,SCOOT,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.939287,-80.29385,0
5498,NE 2 Av & NE 111 St,138,1,107,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.877375,-80.193924,0
6459,W Dixie Hwy & NE 123 St,138,1,107,Fully Actuated,D170,County,ATMS,Existing,North Miami,25.888315,-80.18927,0
6472,N Miami Av / N 112 St / N 114 St,138,1,107,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.879244,-80.19822,0
2533,N Miami Blvd / NE 12 Av / NE 13 Av,141,1,108,SCOOT,D170,State,ATMS,Reconstruction,North Miami,25.890825,-80.1729,0
2540,Griffing Blvd & N Miami Blvd & NE 3 Av,141,1,108,SCOOT,D170,State,ATMS,Existing,North Miami,25.89,-80.192505,0
2542,N Miami Blvd & NE 10 Av,141,1,108,SCOOT,D170,State,ATMS,Reconstruction,North Miami,25.890604,-80.17841,0
2543,N Miami Blvd & NE 8 Av,141,1,108,SCOOT,D170,State,ATMS,Reconstruction,North Miami,25.890448,-80.18242,0
2544,N Miami Blvd & NE 7 Av,141,1,108,SCOOT,D170,State,ATMS,Reconstruction,North Miami,25.890373,-80.18445,0
2546,N Miami Blvd & NE 2 Av,141,1,108,SCOOT,D170,State,ATMS,Existing,North Miami,25.889912,-80.194435,0
2547,N Miami Av & N Miami Blvd,141,1,108,SCOOT,D170,State,ATMS,Existing,North Miami,25.889729,-80.19867,0
2551,W Dixie Hwy & NE 7 Av & NE 128 St,141,1,108,SCOOT,D170,State,ATMS,Existing,North Miami,25.892797,-80.18456,0
3408,N Miami Blvd & NE 9 Av,141,1,108,SCOOT,D170,State,ATMS,Reconstruction,North Miami,25.890532,-80.1804,0
3488,N Miami Blvd & NE 14 Av,141,1,108,SCOOT,D170,State,ATMS,Reconstruction,North Miami,25.89083,-80.170876,0
3946,N Miami Blvd / NE 4 Ct / NE 5 Av,141,1,108,SCOOT,D170,State,ATMS,Existing,North Miami,25.890144,-80.18906,0
4486,N Miami Blvd & NE 12 Av,141,1,108,SCOOT,D170,State,ATMS,Reconstruction,North Miami,25.890766,-80.17437,0
4672,N Miami Blvd & NE 14 Av Rd,141,1,108,SCOOT,D170,State,ATMS,Reconstruction,North Miami,25.890251,-80.169525,0
5454,N Miami Blvd & NW 2 Av,141,1,108,SCOOT,D170,County,ATMS,Existing,North Miami,25.889553,-80.20275,0
6456,W Dixie Hwy & NE 130 St,141,1,108,SCOOT,,County,ATMS,Existing,North Miami,25.895052,-80.18267,0
3180,W 8 Av / W 40 Pl / W 43 Pl,136,4,109,Fully Actuated,D170,County,ATMS,Existing,Hialeah,25.861486,-80.298676,0
3820,W 8 Av & W 33 St,136,4,109,Fully Actuated,D170,County,ATMS,Existing,Hialeah,25.851599,-80.29836,0
4262,W 8 Av & W 44 Pl,136,4,109,Fully Actuated,D170,County,ATMS,Existing,Hialeah,25.862537,-80.2987,0
4817,W 8 Av & W 37 St,136,4,109,Fully Actuated,D170,County,ATMS,Existing,Hialeah,25.855259,-80.29849,0
6403,NW 38 Ct & NW 25 St,37,5,11,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.798773,-80.25903,0
6930,NW 39 Av & NW 25 St,37,5,11,Fully Actuated,,County,ATMS,Future Construction,Unincorporated Miami-Dade,25.798677,-80.25993,0
2831,Palm Av / 45 St / 45 Pl,134,4,110,Fully Actuated,D170,County,ATMS,Existing,Hialeah,25.863373,-80.28292,0
2874,Palm Av & 32 St,134,4,110,Fully Actuated,D170,County,ATMS,Existing,Hialeah,25.851173,-80.28246,0
2877,Palm Av & 41 St,134,4,110,Fully Actuated,D170,County,ATMS,Existing,Hialeah,25.8595,-80.282776,0
3624,Coral Way & SR- 826 SB,89,8,150,SCOOT,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.748112,-80.321075,1
3694,Coral Way & SW 62 Av,89,8,150,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.748209,-80.295456,0
3744,Red Rd & SW 16 St,89,8,150,Fully Actuated,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.75629,-80.287575,0
4351,Coral Way & SW 72 Av,89,8,150,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.748089,-80.311554,0
4505,Coral Way & SW 79 Av,89,8,150,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.747988,-80.32364,0
4573,SW 72 Av @ SW 2600 Blk,89,8,150,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.746168,-80.31147,0
5114,Coral Way & SW 74 Av,89,8,150,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.748104,-80.31561,0
6418,SW 70 Av & SW 16 St,89,8,150,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.755684,-80.30837,0
6922,Coral Way & SW 70 Ct,89,8,150,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.748055,-80.30955,0
2926,Red Rd / SW 83 St / SW 84 St,76,8,152,Fully Actuated,D170,County,ATMS,Existing,South Miami,25.693935,-80.28502,0
3460,Kendall Dr -W leg & Red Rd,76,8,152,Fully Actuated,D170,County,ATMS,Existing,South Miami,25.688437,-80.28472,0
3462,Kendall Dr -E leg & Red Rd,76,8,152,Fully Actuated,D170,County,ATMS,Existing,South Miami,25.689672,-80.28485,0
3789,Red Rd & SW 80 St,76,8,152,Fully Actuated,D170,County,ATMS,Existing,South Miami,25.697016,-80.28513,0
4366,SW 62 Av & SW 80 St,76,8,152,Fully Actuated,D170,County,ATMS,Existing,South Miami,25.696709,-80.293144,0
3267,SW 104 Av & SW 48 St,49,7,153,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.722906,-80.36327,0
3304,SW 48 St / SW 93 Ct / SW 94 Av,49,7,153,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.724314,-80.34705,0
3579,SW 97 Av & SW 48 St,49,7,153,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.723372,-80.35126,0
4115,SW 102 Av & SW 48 St,49,7,153,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.723074,-80.359245,0
4117,SW 92 Av & SW 48 St,49,7,153,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.72455,-80.34432,0
5222,SW 117 Av & SW 47 Ter,49,7,153,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.722916,-80.38286,1
5577,SW 117 Av @ SW 4900 Blk,49,7,153,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.721388,-80.3828,1
2937,SW 92 Av / SW 52 Ter / SW 53 St,49,7,154,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.71933,-80.343056,0
2970,Galloway Rd & Miller Rd,49,7,154,Traffic Responsive,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.716707,-80.334915,0
3134,SW 102 Av / SW 53 St / Miller Dr,49,7,154,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.717371,-80.358955,0
3524,Miller Dr & SW 92 Av,49,7,154,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.71637,-80.34292,0
3525,Miller Dr & SW 97 Av,49,7,154,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.716093,-80.350876,0
3526,Miller Dr & SW 102 Av,49,7,154,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.715757,-80.35889,0
3527,Miller Dr & SW 107 Av,49,7,154,SCOOT,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.715422,-80.366905,0
3528,Miller Dr & SW 112 Av,49,7,154,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.715122,-80.37492,0
3955,Galloway Rd & SW 48 St,49,7,154,Traffic Responsive,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.72406,-80.335304,0
4118,SW 107 Av & SW 48 St,49,7,154,Fully Actuated,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.722708,-80.367294,0
4304,Miller Dr & SW 93 Av,49,7,154,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.7163,-80.3449,0
4478,Galloway Rd @ SW 6000 Blk,49,7,154,Traffic Responsive,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.712297,-80.33469,0
4796,SW 107 Av & SW 64 St,49,7,154,Fully Actuated,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.70827,-80.36654,0
5499,SW 97 Av & SW 64 St,49,7,154,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.708872,-80.3505,0
5655,Miller Dr @ SW 9400 Blk,49,7,154,SCOOT,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.716246,-80.34716,0
6570,SW 102 Av & SW 64 St,49,7,154,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.708565,-80.35851,0
2056,NW 27 Av & NW 36 St,116,5,155,Traffic Responsive,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.809088,-80.24024,0
2057,NW 32 Av & NW 36 St,116,5,155,Fully Actuated,D170,State,ATMS,Reconstruction,Unincorporated Miami-Dade,25.808844,-80.248375,0
2451,NW 32 Av / NW 34 St / NW 35 St,116,5,155,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.807447,-80.24832,0
2478,NW 27 Av & NW 38 St,116,5,155,Traffic Responsive,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.810959,-80.2403,1
2479,NW 27 Av & NW 28 St,116,5,155,Traffic Responsive,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.801683,-80.24003,0
2480,NW 27 Av & NW 41 St,116,5,155,Traffic Responsive,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.812817,-80.24038,1
3603,NW 32 Av & NW 28 St,116,5,155,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.80145,-80.248184,0
3605,North River Dr & NW 32 Av,116,5,155,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.799541,-80.248116,0
3819,NW 27 Av & NW 34 St,116,5,155,Traffic Responsive,D170,State,ATMS,Existing,Unincorporated Miami-Dade,25.807232,-80.24018,0
4707,NW 32 Av & NW 33 St,116,5,155,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.806046,-80.248245,0
5871,NW 30 Av & NW 36 St,116,5,155,Fully Actuated,D170,County,ATMS,Existing,Unincorporated Miami-Dade,25.808968,-80.2443,0
