asset,polygon,perm_phs,veh_phs,ped_phs,excls_ped_phs,excl_phs,exc_veh_phs_id,excl_ped_phs_in_ovrlp,excl_veh_phs_in_ovrlp,midblock,excl_ped,ped_variant,x_ped_type,ped_note,lpi_adw,lpi_adw_cmmnt,apv,apv_comment,bos,awb,awb_comment,preempt,loc_preempt,rmt_preempt,prempt_comment,num_ovrlp,ovrlp,mltpl_ovrlp,lead_lag,ppin,ppin_id
2151,Other,"[2, 6, 8]","[2, 6]",[8],[8],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2152,Other,"[2, 6, 8]","[2, 6]",[8],[8],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2153,Other,"[2, 6, 8]","[2, 6]",[8],[8],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2154,Other,"[2, 6, 8]","[2, 6]",[8],[8],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2155,Other,"[2, 4, 6]","[2, 6]",[4],[4],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2157,Other,"[2, 4, 6]","[2, 6]",[4],[4],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2159,Other,"[2, 6, 8]","[2, 6]",[8],[8],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2161,Other,"[2, 4, 6]","[2, 6]",[4],[4],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2166,Other,"[2, 4, 6]","[2, 6]",[4],[4],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2167,Other,"[4, 6]",[6],[4],[4],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2168,Other,"[4, 6]",[6],[4],[4],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2171,Other,"[2, 6, 8]","[2, 6]",[8],[8],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2172,Other,"[2, 6, 8]","[2, 6]",[8],[8],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2175,Other,"[1, 2, 4, 6, 8]","[1, 2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2176,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2177,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2178,Other,"[1, 2, 3, 4, 6, 8]","[1, 2, 3, 4, 6, 8]",[],[],Yes,"[1, 3]",N/A,Yes,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,1,Yes,No,No,No,[]
2180,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2181,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2182,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2184,Other,"[1, 2, 4, 5, 6, 8]","[1, 2, 4, 5, 6, 8]","[2, 4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2185,Other,"[2, 3, 4, 6]","[2, 3, 4, 6]","[2, 3, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,1,Yes,No,No,No,[]
2186,Other,"[1, 2, 4, 6, 8]","[1, 2, 4, 6, 8]","[2, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2187,Other,"[2, 4, 6, 7, 8]","[2, 4, 6, 7, 8]","[2, 4, 6, 7, 8]",[],Yes,[7],N/A,Yes,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,No,[]
2188,Other,"[2, 3, 6]","[2, 6]","[2, 3, 6]",[3],No,[],N/A,N/A,No,Yes,"[1, 3]",24/7,there is ped type 1a. there is ped type 3. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2189,Other,"[2, 6, 8]","[2, 6, 8]","[2, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2190,Other,"[2, 3, 4, 6]","[2, 4, 6]","[2, 3, 4, 6]",[3],No,[],N/A,N/A,No,Yes,"[1, 3]",24/7,there is ped type 1a. there is ped type 3. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2191,Other,"[2, 6, 8]","[2, 6, 8]","[2, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2192,Other,"[2, 4, 6, 7, 8]","[2, 4, 6, 8]","[2, 4, 6, 7, 8]",[7],No,[],N/A,N/A,No,Yes,"[1, 2]",24/7,there is ped type 1a. there is ped type 2. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2194,Other,"[2, 4, 6, 7, 8]","[2, 4, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2197,Other,"[2, 4, 7, 8]","[2, 4, 7, 8]","[2, 4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2198,Other,"[2, 4, 7, 8]","[2, 4, 7, 8]","[2, 4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2199,Other,"[2, 3, 4]","[2, 3, 4]","[2, 4]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2200,Other,"[2, 4, 8]","[2, 4, 8]","[2, 4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2201,Other,"[2, 4, 7, 8]","[2, 4, 7, 8]","[2, 4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,Yes,No,[]
2202,Other,"[2, 4, 7, 8]","[2, 4, 7, 8]","[2, 4]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,Yes,No,[]
2203,Other,"[2, 5, 6, 8]","[2, 5, 6, 8]","[2, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2204,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2205,Other,"[2, 6, 7, 8]","[2, 6, 7, 8]","[2, 6, 7]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2206,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2207,Other,"[1, 2, 3, 4, 8]","[1, 2, 3, 4, 8]","[1, 2, 3, 4]",[],Yes,"[1, 2, 3, 4, 8]",N/A,Yes,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,1,Yes,No,No,Yes,[242]
2208,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2209,Other,"[2, 3, 4]","[2, 3, 4]",[],[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,1,Yes,No,No,No,[]
2211,Other,"[2, 6, 7, 8]","[2, 6, 7, 8]","[2, 6, 7, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,1,Yes,No,No,No,[]
2212,Other,"[3, 4, 6, 8]","[3, 4, 6, 8]","[6, 8]",[],No,[],N/A,N/A,No,Yes,[1],24/7,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2213,Other,"[2, 4, 6, 7, 8]","[2, 4, 6, 8]","[2, 4, 6, 7, 8]",[7],No,[],No,N/A,No,Yes,"[1, 2]",24/7,there is ped type 1a. there is ped type 2. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,No,[]
2214,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],24/7,there is ped type 1a. ,Yes,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2215,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],24/7,there is ped type 1a. ,Yes,Coordinate_with_area_engineer regarding LPI adv walk,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2216,Other,"[4, 6, 7, 8]","[4, 6, 8]","[4, 6, 7, 8]",[7],No,[],N/A,N/A,No,Yes,"[1, 2]",24/7,there is ped type 1a. there is ped type 2. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2217,Other,"[2, 5, 6, 7, 8]","[2, 5, 6, 8]","[2, 6, 7, 8]",[7],No,[],N/A,N/A,No,Yes,"[2, 3]",24/7,there is ped type 2. there is ped type 3. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2219,Other,"[4, 6, 8]","[4, 6, 8]","[4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2220,Other,"[3, 4, 6, 8]","[3, 4, 6, 8]","[4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,Yes,No,[]
2221,Other,"[6, 8]","[6, 8]","[6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2222,Other,"[3, 4, 6, 8]","[3, 4, 6, 8]","[4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,Yes,No,[]
2223,Other,"[3, 4, 6, 8]","[3, 4, 6, 8]","[4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,Yes,No,[]
2224,Other,"[2, 4]","[2, 4]","[2, 4]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2225,Other,"[2, 7, 8]","[2, 7, 8]","[2, 7, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2226,Other,"[2, 4, 8]","[2, 8]","[2, 4, 8]",[4],No,[],N/A,N/A,No,No,[4],N/A,there is ped type 4. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2227,Other,"[4, 6]","[4, 6]","[4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2228,Other,"[2, 4]","[2, 4]","[2, 4]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2229,Other,"[2, 3, 4, 6]","[2, 3, 4, 6]","[2, 3, 6]",[],No,[],N/A,N/A,Yes,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2231,Other,"[2, 6, 7, 8]","[2, 6, 7, 8]","[2, 6, 7, 8]",[],No,[],N/A,N/A,Yes,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,Yes,No,[]
2232,Other,"[3, 4, 6, 8]","[4, 6, 8]","[3, 4, 8]",[3],No,[],N/A,N/A,Yes,Yes,[2],24/7,there is ped type 2. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2234,Other,"[2, 4, 7, 8]","[2, 4, 7, 8]","[2, 4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2235,Other,"[2, 4, 7, 8]","[2, 4, 7, 8]","[2, 4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2236,Other,"[2, 4, 7, 8]","[2, 4, 7, 8]","[2, 4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,Yes,No,[]
2237,Other,"[2, 4, 7, 8]","[2, 4, 7, 8]","[2, 4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,Yes,No,[]
2238,Other,"[2, 3, 4, 6]","[2, 3, 4, 6]",[4],[],Yes,[3],N/A,Yes,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,Yes,No,[]
2239,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,Yes,[233]
2240,Other,"[1, 2, 3, 4]","[1, 2, 3]","[2, 3, 4]",[4],No,[],Yes,N/A,No,No,[3],N/A,there is ped type 3. Exclusive ped is in Overlaped phases. ,No,,No,,No,No,,Yes,Yes,No,there is EV local preemption type 2.,1,Yes,No,Yes,No,[]
2241,Other,"[2, 4, 7, 8]","[2, 4, 7, 8]","[2, 4, 7, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,No,,No,No,,Yes,Yes,No,there is RR local preemption.,0,No,No,No,No,[]
2242,Other,"[2, 4, 8]","[2, 4, 8]","[2, 4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,Yes,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2243,Other,"[2, 3, 4, 5, 6, 7]","[2, 3, 4, 5, 6]",[7],[7],No,[],No,N/A,No,Yes,"[1, 2]",24/7,there is ped type 1a. there is ped type 2. ,No,,No,,No,No,,Yes,Yes,No,there is RR local preemption.,1,Yes,No,No,No,[]
2244,Other,"[4, 6]","[4, 6]","[4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2245,Other,"[3, 4, 6]","[3, 4, 6]","[3, 4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,No,[]
2246,Other,"[1, 2, 4, 6]","[1, 2, 4, 6]","[2, 4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2247,Other,"[3, 4, 6, 8]","[3, 4, 6, 8]","[4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,Yes,,No,No,,No,No,No,,0,No,No,No,No,[]
2248,Other,"[3, 4, 6, 8]","[3, 4, 6, 8]","[4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,Yes,No,[]
2249,Other,"[3, 4, 6, 8]","[3, 4, 6, 8]","[4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2250,Other,"[4, 6, 8]","[4, 6, 8]","[4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2251,Other,"[3, 4, 6, 8]","[3, 4, 6, 8]","[4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2253,Other,"[1, 2, 4, 5, 6, 8]","[1, 2, 4, 5, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2254,Other,"[2, 3, 4, 6, 7, 8]","[2, 3, 4, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2255,Other,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","[2, 3, 4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2256,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,Yes,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2257,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,Yes,Yes,[1],24/7,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,1,Yes,No,No,No,[]
2258,Other,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,Yes,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2259,Other,"[1, 2, 3, 4, 6, 8]","[1, 2, 3, 4, 6, 8]","[4, 8]",[],No,[],N/A,N/A,Yes,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2260,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2261,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,Yes,[233]
2262,Other,"[4, 5, 6, 8]","[4, 5, 6, 8]","[5, 6]",[],Yes,[5],N/A,No,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,1,Yes,No,No,No,[]
2263,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2264,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2265,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2266,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2267,Other,"[1, 2, 4, 6, 7, 8]","[1, 2, 4, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2268,Other,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2269,Other,"[2, 4, 6]","[2, 6]",[4],[4],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2274,Other,"[2, 6, 8]","[2, 6]",[8],[8],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2280,Other,"[6, 8]",[6],[8],[8],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2283,Other,"[2, 6, 8]","[2, 6]",[8],[8],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2285,Other,"[2, 4, 6]","[2, 6]",[4],[4],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,Yes,Yes,No,there is EV local preemption type 2.,0,No,No,No,No,[]
2292,Other,"[2, 6, 8]","[2, 6]",[8],[8],No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2295,Other,"[1, 2, 4, 5, 6, 8]","[1, 2, 4, 5, 6, 8]",[],[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,Yes,No,there is RR local preemption.,0,No,No,No,No,[]
2296,Other,"[2, 3, 4]","[2, 4]","[2, 3, 4]",[3],No,[],N/A,N/A,No,Yes,[3],24/7,there is ped type 3. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2297,Other,"[2, 4]","[2, 4]","[2, 4]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2298,Other,"[4, 6]","[4, 6]","[4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2299,Other,"[2, 4]","[2, 4]","[2, 4]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2302,Other,"[2, 4, 6]","[2, 4, 6]","[2, 4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2304,Other,"[2, 3, 6]","[2, 3, 6]","[2, 3, 6]",[],Yes,[3],N/A,No,Yes,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,No,[]
2305,Other,"[2, 8]","[2, 8]","[2, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2306,Other,"[6, 8]","[6, 8]",[],[],No,[],N/A,N/A,No,Yes,[1],24/7,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2307,Other,"[2, 8]","[2, 8]","[2, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2308,Other,"[2, 6, 8]","[2, 6]","[2, 8]",[8],No,[],No,N/A,No,No,"[2, 3, 4]",N/A,there is ped type 2. there is ped type 3. there is ped type 4. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,No,[]
2309,Other,"[2, 4]","[2, 4]","[2, 4]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2310,Other,"[4, 6]","[4, 6]","[4, 6]",[],No,[],N/A,N/A,Yes,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2311,Other,"[2, 4]","[2, 4]","[2, 4]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2312,Other,"[2, 3, 6, 7, 8]","[2, 3, 6, 7, 8]","[2, 3, 6]",[],Yes,"[8, 3, 7]",N/A,Yes,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,Yes,[224]
2313,Other,"[2, 3, 4]","[2, 4]","[2, 3, 4]",[3],No,[],N/A,N/A,No,Yes,"[1, 3]",24/7,there is ped type 1a. there is ped type 3. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2316,Other,"[2, 3, 4, 6, 8]","[2, 3, 4, 6, 8]",[],[],Yes,[3],N/A,N/A,No,Yes,[1],24/7,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,Yes,Yes,No,there is RR local preemption.,0,No,No,No,No,[]
